latitude,longitude,area_sq_km,capacity_mw,capacity_factor,wind_speed_150meters,landfall_distance_to_transmission_km,bathymetry_meters,distance_to_coast_km
42.045,-128.737,112.7844,599.4068878,0.453098416,9.097126961,19.23131168,-3275.208008,335.6079688
42.076,-128.609,112.7844,599.4068878,0.453838319,9.10608387,19.23131168,-3259.097412,325.085625
42.106,-128.48,112.7844,599.4068878,0.45476225,9.114645958,19.23131168,-3194.577881,314.5353125
42.136,-128.352,112.7844,599.4068878,0.455685437,9.125951767,19.23131168,-3124.650391,303.9540625
42.166,-128.223,112.7844,599.4068878,0.456326872,9.133180618,19.23131168,-3210.813477,293.349375
42.196,-128.094,112.7844,599.4068878,0.457100332,9.144412994,6.046538957,-3070.75293,282.7426875
42.226,-127.965,112.7844,599.4068878,0.457769871,9.157048225,6.046538957,-2974.641846,272.1370313
42.255,-127.836,112.7844,599.4068878,0.45867458,9.174010277,6.046538957,-3073.76709,261.5325469
42.285,-127.706,112.7844,599.4068878,0.459307253,9.189103127,6.046538957,-2958.876465,250.9293594
42.314,-127.577,112.7844,599.4068878,0.460029185,9.202100754,6.046538957,-2809.318359,240.3277031
42.344,-127.447,112.7844,599.4068878,0.460811406,9.216726303,6.046538957,-2723.75708,229.7276719
42.373,-127.318,112.7844,599.4068878,0.461285502,9.229822159,6.046538957,-2702.718018,219.1296406
42.402,-127.188,112.7844,599.4068878,0.461657286,9.246740341,6.046538957,-2564.963867,208.5338125
42.431,-127.058,112.7844,599.4068878,0.462318391,9.26334095,6.046538957,-2881.416748,197.9405625
42.46,-126.928,112.7844,599.4068878,0.463122278,9.283470154,6.046538957,-3266.970459,187.3503594
42.489,-126.798,112.7844,599.4068878,0.463589936,9.298182487,6.046538957,-2732.650879,176.7637344
42.517,-126.667,112.7844,599.4068878,0.464627415,9.318793297,6.046538957,-2574.80542,166.1813594
42.546,-126.537,112.7844,599.4068878,0.465605766,9.337635994,6.046538957,-2685.050537,155.604125
42.574,-126.406,100.1646,532.3373724,0.466795146,9.360897064,6.046538957,-2773.606445,144.7000156
42.602,-126.276,112.7844,599.4068878,0.467476159,9.381728172,6.046538957,-2649.605469,134.4698594
42.63,-126.145,112.7844,599.4068878,0.467929304,9.403313637,6.046538957,-2357.088135,123.9162813
42.659,-126.014,112.7844,599.4068878,0.468845397,9.429917336,6.046538957,-2294.542725,113.3751094
42.686,-125.883,112.7844,599.4068878,0.469964772,9.46100235,6.046538957,-2810.067871,102.8501719
42.714,-125.752,112.7844,599.4068878,0.4718692,9.501866341,6.046538957,-2796.539551,92.347
42.742,-125.621,89.0028,473.0165816,0.473663688,9.542307854,6.046538957,-3067.039063,82.37373438
42.769,-125.489,90.8982,483.0899235,0.475577354,9.594673157,6.046538957,-3075.338379,71.43182813
42.797,-125.358,112.7844,599.4068878,0.476918638,9.640159607,6.046538957,-3081.600098,61.08040625
42.824,-125.226,112.7844,599.4068878,0.477315336,9.675535202,6.046538957,-2789.14502,50.82229297
42.851,-125.095,112.7844,599.4068878,0.476625025,9.695752144,6.046538957,-1725.072266,40.75002344
42.879,-124.963,112.7844,599.4068878,0.474718004,9.701638222,6.046538957,-838.6452026,31.04495117
42.906,-124.831,112.7844,599.4068878,0.471027374,9.678301811,6.046538957,-225.561554,22.18819922
42.932,-124.699,112.7844,599.4068878,0.462774128,9.595003128,6.046538957,-121.3268433,14.50993848
42.959,-124.567,65.3589,347.3580995,0.446358174,9.413161278,5.5,-80.26818848,8.391271484
45.477,-87.207,82.6362,439.1804847,0.412512332,8.475356102,25.00520128,-26.16134071,8.589227539
45.469,-87.063,110.5326,587.4394133,0.425678045,8.70749855,83.48044799,-29.48658943,10.68647949
45.46,-86.919,61.3656,326.1352041,0.432712972,8.841908455,83.48044799,-20.33197021,7.076252441
45.452,-86.776,32.9751,175.2503189,0.440080732,8.975305557,85.27249994,-30.76688766,6.161968262
45.443,-86.632,98.0991,521.3600128,0.443813145,9.06896019,85.27249994,-45.55065536,9.696873047
45.378,-85.628,1.4256,7.576530612,0.436465621,8.883296013,67.14658439,-49.82386398,14.33836914
45.368,-85.485,1.7739,9.427614796,0.434889585,8.848767281,27.29732465,-47.09589005,13.94544043
45.358,-85.342,0.891,4.735331633,0.42051816,8.635728836,27.29732465,-58.17272568,7.920207031
43.501,-70.285,0.2268,1.205357143,0.389344543,8.259999275,6.81021428,-63.32143021,6.491250977
43.477,-70.151,74.439,395.6154337,0.397306889,8.390394211,6.81021428,-63.23210144,10.2914541
43.453,-70.016,45.1251,239.823023,0.415724188,8.704526901,6.81021428,-118.1786041,20.06605273
43.429,-69.882,75.8727,403.2350128,0.428643733,8.941771507,6.81021428,-150.5162811,29.73508203
43.404,-69.748,69.4737,369.2267219,0.439953238,9.142737389,6.81021428,-145.536438,37.26000781
43.38,-69.614,68.2668,362.8125,0.449308038,9.314677238,18.34410388,-165.1161652,43.00021484
43.355,-69.48,112.7844,599.4068878,0.455726713,9.439077377,52.04047399,-168.9977722,48.70713281
43.33,-69.346,104.4252,554.9808673,0.461289197,9.542007446,52.04047399,-168.3298187,57.00326563
43.305,-69.212,22.7448,120.880102,0.465506494,9.625088692,52.04047399,-157.8183746,65.38269922
43.28,-69.078,16.0623,85.3651148,0.467879534,9.673731804,52.04047399,-150.9359589,68.90610156
43.255,-68.945,87.1479,463.1584821,0.472781599,9.765963554,52.04047399,-151.5306244,82.40203125
43.229,-68.811,112.7844,599.4068878,0.475667715,9.815473557,52.04047399,-164.3027802,88.99798438
43.204,-68.678,112.7844,599.4068878,0.478302419,9.870529175,52.04047399,-170.1204376,95.18835938
43.178,-68.545,96.0012,510.2104592,0.480664939,9.916614532,52.04047399,-182.4114075,98.4826875
43.152,-68.412,38.5965,205.1259566,0.483505517,9.97695446,52.04047399,-197.676178,104.996875
43.127,-68.279,112.7844,599.4068878,0.484456062,10.00373268,70.87030514,-202.1760254,108.4891172
43.101,-68.146,112.7844,599.4068878,0.48567903,10.03901958,70.87030514,-186.9428253,114.4609922
43.075,-68.013,112.7844,599.4068878,0.486804128,10.07335758,70.87030514,-179.120224,121.0205625
43.048,-67.88,112.7844,599.4068878,0.488421112,10.11304188,70.87030514,-189.5991821,127.9562266
43.022,-67.748,104.0202,552.8284439,0.489423335,10.14014244,70.87030514,-176.8901978,135.0340625
41.9,-128.948,87.3018,463.9764031,0.452960998,9.093548775,19.23131168,-3294.95874,353.426375
41.93,-128.819,112.7844,599.4068878,0.453533679,9.100609779,19.23131168,-3271.37085,344.1697188
41.961,-128.691,112.7844,599.4068878,0.454389691,9.111635208,19.23131168,-3220.708496,333.7376563
41.991,-128.563,112.7844,599.4068878,0.455020994,9.121387482,19.23131168,-3257.359863,323.3178438
42.021,-128.435,112.7844,599.4068878,0.456095725,9.132565498,19.23131168,-3195.400635,312.9115
42.051,-128.306,112.7844,599.4068878,0.456668615,9.13871479,19.23131168,-3195.119873,302.5199688
42.081,-128.177,112.7844,599.4068878,0.457486838,9.150645256,19.23131168,-3163.170898,292.1340313
42.111,-128.049,112.7844,599.4068878,0.45846644,9.162824631,19.23131168,-3009.619141,281.73025
42.141,-127.92,112.7844,599.4068878,0.4595505,9.180651665,19.23131168,-3052.74292,271.30325
42.17,-127.791,112.7844,599.4068878,0.460254848,9.197034836,19.23131168,-3166.515137,260.8502031
42.2,-127.661,112.7844,599.4068878,0.460897923,9.208581924,19.23131168,-3044.526611,250.3677813
42.229,-127.532,112.7844,599.4068878,0.461618572,9.223626137,19.23131168,-2729.082764,239.852125
42.259,-127.403,112.7844,599.4068878,0.462449253,9.242512703,19.23131168,-2696.597168,229.2986094
42.288,-127.273,112.7844,599.4068878,0.463148922,9.259601593,6.046538957,-2543.94043,218.7031719
42.317,-127.144,112.7844,599.4068878,0.463914275,9.279273033,6.046538957,-2694.669678,208.086375
42.346,-127.014,112.7844,599.4068878,0.464657128,9.298400879,6.046538957,-2948.916992,197.4691406
42.375,-126.884,112.7844,599.4068878,0.465825289,9.322175026,6.046538957,-2725.147949,186.8522188
42.403,-126.754,112.7844,599.4068878,0.466432035,9.343056679,6.046538957,-2605.709229,176.2356719
42.432,-126.624,112.7844,599.4068878,0.467796296,9.36648941,6.046538957,-2701.464844,165.6195781
42.46,-126.493,102.2463,543.4008291,0.469263554,9.3914814,6.046538957,-2679.836182,155.3754688
42.489,-126.363,110.5974,587.783801,0.470302194,9.418042183,6.046538957,-2900.57251,144.2902969
42.517,-126.233,112.7844,599.4068878,0.471220016,9.447370529,6.046538957,-2733.073486,133.7749375
42.545,-126.102,112.7844,599.4068878,0.472188681,9.474225998,6.046538957,-2552.32666,123.1618281
42.573,-125.971,112.7844,599.4068878,0.473481357,9.507803917,6.046538957,-2552.310303,112.5500234
42.601,-125.84,112.7844,599.4068878,0.475275755,9.552451134,6.046538957,-2675.781738,101.9399375
42.629,-125.709,100.2618,532.8539541,0.47729212,9.6005373,6.046538957,-2919.919922,91.6166875
42.656,-125.578,98.9334,525.7940051,0.479452282,9.655527115,6.046538957,-2980.00415,81.00916406
42.684,-125.447,100.5048,534.1454082,0.481701642,9.716683388,6.046538957,-3077.397705,69.94167188
42.711,-125.316,112.7844,599.4068878,0.483651757,9.774423599,6.046538957,-3088.245361,59.53496484
42.739,-125.184,112.7844,599.4068878,0.48466149,9.819443703,6.046538957,-2758.754883,48.95411719
42.766,-125.053,112.7844,599.4068878,0.484896213,9.858147621,6.046538957,-1532.707031,38.39500781
42.793,-124.921,112.7844,599.4068878,0.484791577,9.884631157,6.046538957,-653.5748901,27.88256641
42.82,-124.789,112.7844,599.4068878,0.483085185,9.880968094,6.046538957,-262.7874146,17.50267578
42.847,-124.657,57.9393,307.9257015,0.476336777,9.794279099,6.046538957,-105.111702,10.02557227
45.396,-87.364,5.8644,31.16709184,0.40465492,8.357596397,36.2046753,-25.68093872,5.511003906
45.388,-87.22,108.6777,577.5813138,0.414879441,8.524108887,36.2046753,-28.15867996,9.625695313
45.379,-87.077,94.4946,502.2034439,0.426162422,8.714878082,66.66259736,-30.84347725,8.377969727
45.362,-86.79,58.8222,312.6179847,0.442194998,9.02879715,78.32486358,-30.65353966,7.556576172
45.317,-86.073,0.1539,0.817920918,0.448625118,9.20473671,71.27398046,-58.21052551,14.6925498
45.308,-85.93,0.8262,4.390943878,0.448634267,9.204901695,85.46309735,-53.2156868,14.64674609
45.298,-85.787,0.3402,1.808035714,0.439102352,8.962380409,85.46309735,-46.76190567,13.84392969
45.288,-85.644,28.4877,151.4014668,0.435311258,8.857563019,67.14658439,-42.47512054,10.9647207
45.278,-85.501,23.6358,125.6154337,0.429956019,8.754718781,25.33166881,-32.302948,9.415580078
43.415,-70.323,24.3081,129.1884566,0.390607476,8.277117729,7.148376618,-54.18293762,6.713020508
43.391,-70.188,22.3317,118.6846301,0.394706219,8.351795197,7.148376618,-82.17120361,8.728196289
43.367,-70.054,38.6613,205.4703444,0.416586637,8.723603249,6.81021428,-133.2254333,21.14740039
43.342,-69.92,91.9755,488.8153699,0.432854652,9.010124207,6.81021428,-160.6605835,33.75607422
43.318,-69.786,112.7844,599.4068878,0.442013472,9.181385994,6.81021428,-159.4415436,42.80372656
43.293,-69.652,112.7844,599.4068878,0.450534135,9.337005615,6.81021428,-159.6488037,49.91488281
43.268,-69.518,112.7844,599.4068878,0.456902832,9.460822105,6.81021428,-157.538559,56.23905469
43.244,-69.384,112.7844,599.4068878,0.462118059,9.55877018,52.04047399,-164.5030212,63.67567969
43.219,-69.251,77.112,409.8214286,0.465705127,9.628120422,52.04047399,-174.9647064,70.98330469
43.194,-69.117,34.6599,184.2044005,0.470613331,9.728947639,52.04047399,-176.4164581,83.9861875
43.168,-68.984,112.7763,599.3638393,0.472698271,9.76894474,52.04047399,-165.9481506,88.56835938
43.143,-68.851,112.7844,599.4068878,0.475689411,9.823984146,52.04047399,-178.0124969,96.19627344
43.118,-68.717,112.7844,599.4068878,0.478184193,9.872647285,52.04047399,-176.8627625,103.8861641
43.092,-68.584,86.2569,458.4231505,0.480492681,9.917211533,52.04047399,-182.0014038,108.31175
43.066,-68.451,49.1346,261.1320153,0.483092725,9.976642609,52.04047399,-202.7408447,114.2099922
43.041,-68.319,112.7844,599.4068878,0.483975083,9.999676704,52.04047399,-185.0190277,117.632
43.015,-68.186,112.7844,599.4068878,0.485262364,10.03538609,70.87030514,-187.7355652,123.1613359
42.989,-68.053,112.7034,598.9764031,0.486217439,10.06582642,70.87030514,-168.9362488,129.3295469
42.962,-67.921,112.7844,599.4068878,0.487636715,10.10338497,70.87030514,-173.8560791,135.9717344
42.936,-67.788,108.135,574.6970663,0.488997191,10.13656807,70.87030514,-187.6632996,142.9034688
42.91,-67.656,6.0183,31.98501276,0.489594191,10.15000057,70.87030514,-217.2099609,149.5103125
41.815,-128.901,96.6735,513.7834821,0.453867823,9.102622032,19.23131168,-3265.229004,352.1225
41.846,-128.773,112.7844,599.4068878,0.454758227,9.112133026,19.23131168,-3241.769775,342.3724063
41.876,-128.645,112.7844,599.4068878,0.455657095,9.127812386,19.23131168,-3219.628906,331.883875
41.906,-128.517,112.7844,599.4068878,0.456441492,9.136285782,19.23131168,-3230.152344,321.4039688
41.936,-128.389,112.7844,599.4068878,0.45737946,9.148724556,19.23131168,-3201.350098,310.9335938
41.966,-128.26,112.7844,599.4068878,0.458361328,9.160398483,19.23131168,-3188.432617,300.4736875
41.996,-128.132,112.7844,599.4068878,0.459272712,9.174156189,19.23131168,-3106.30835,290.0254063
42.026,-128.003,112.7844,599.4068878,0.460256875,9.187535286,19.23131168,-2996.581787,279.5900625
42.056,-127.875,112.7844,599.4068878,0.461043119,9.202651024,19.23131168,-2994.82959,269.1691875
42.086,-127.746,112.7844,599.4068878,0.46188131,9.217112541,19.23131168,-3227.020508,258.7645156
42.115,-127.617,112.7844,599.4068878,0.462681681,9.233224869,19.23131168,-2984.69873,248.3780625
42.144,-127.488,112.7844,599.4068878,0.46342057,9.252863884,19.23131168,-2784.949219,238.0122344
42.174,-127.358,112.7844,599.4068878,0.464332402,9.271912575,19.23131168,-2552.759521,227.6698281
42.203,-127.229,112.7844,599.4068878,0.465148747,9.294200897,19.23131168,-2571.967529,217.35275
42.232,-127.099,112.7844,599.4068878,0.466133177,9.317170143,19.23131168,-2917.228271,207.0378281
42.261,-126.97,112.7844,599.4068878,0.467292517,9.339863777,19.23131168,-2334.73877,196.7010625
42.289,-126.84,112.7844,599.4068878,0.468195468,9.361132622,19.23131168,-2456.693115,186.3378906
42.318,-126.71,112.7844,599.4068878,0.469720542,9.39182663,19.23131168,-2673.635742,175.938875
42.347,-126.58,112.7844,599.4068878,0.47106877,9.418284416,19.23131168,-2777.823242,165.48525
42.375,-126.45,100.0431,531.6916454,0.472505897,9.449263573,5.5,-2724.991455,154.9545
42.403,-126.32,112.7844,599.4068878,0.474007696,9.482869148,5.5,-2762.903564,144.4441875
42.432,-126.19,112.7844,599.4068878,0.475260615,9.516199112,5.5,-2682.471436,133.8915625
42.46,-126.059,112.7844,599.4068878,0.47650829,9.552528381,5.5,-2625.843262,123.3138047
42.488,-125.929,112.7844,599.4068878,0.478216618,9.594239235,5.5,-2483.384033,112.7184297
42.516,-125.798,107.7948,572.8890306,0.480233848,9.643734932,5.5,-2619.178223,102.3012969
42.543,-125.667,103.5099,550.1163903,0.483015716,9.715074539,5.5,-3017.610352,91.28178125
42.571,-125.536,96.8679,514.8166454,0.485206664,9.773420334,5.5,-2989.657959,81.09353906
42.598,-125.405,103.9392,552.3979592,0.488285959,9.855104446,5.5,-3092.193359,70.03578906
42.626,-125.274,112.7844,599.4068878,0.490482092,9.918910027,5.5,-3066.522461,59.79844141
42.653,-125.143,112.7844,599.4068878,0.492149919,9.978783607,5.5,-2310.347656,49.22533203
42.68,-125.011,112.7844,599.4068878,0.493914366,10.04249668,5.5,-1272.130737,38.65988672
42.707,-124.88,112.7844,599.4068878,0.495324045,10.09793568,5.5,-660.6878052,28.11102539
42.734,-124.748,106.353,565.2264031,0.495902687,10.1393919,5.5,-373.0852356,17.88241602
42.761,-124.616,5.0706,26.94834184,0.498105139,10.27899265,5.5,-118.1581497,10.87155957
45.307,-87.377,48.9645,260.2279974,0.405336171,8.382415771,22.13799349,-30.56641769,6.746720703
45.298,-87.234,109.3743,581.2834821,0.416282862,8.552138329,55.15209737,-27.50551796,8.99371582
45.29,-87.09,13.1544,69.91071429,0.424018443,8.685893059,55.15209737,-26.99199486,5.841698242
45.281,-86.947,19.8936,105.7270408,0.437156051,8.920357704,54.48061684,-18.02361488,6.03469043
45.273,-86.804,102.4569,544.5200893,0.443428546,9.052883148,78.32486358,-44.07202148,9.77309668
45.228,-86.088,0.6075,3.228635204,0.446841538,9.186398506,71.27398046,-58.15999985,5.290480957
45.218,-85.945,0.5427,2.884247449,0.447931081,9.189103127,61.63648696,-49.08955383,12.35968359
45.209,-85.802,0.2592,1.37755102,0.43900612,8.960000038,61.63648696,-41.03125,14.90534961
45.199,-85.659,0.3726,1.980229592,0.434262842,8.840870857,52.59152596,-57.17391205,8.182135742
43.328,-70.36,64.9215,345.0334821,0.395939022,8.351234436,7.148376618,-55.22607422,9.182045898
43.304,-70.226,105.1056,558.5969388,0.409054309,8.589289665,7.148376618,-90.43565369,16.18715137
43.28,-70.092,101.7846,540.9470663,0.423031896,8.838459015,7.148376618,-142.7536163,25.82179883
43.256,-69.958,33.2667,176.8000638,0.436386645,9.075212479,7.148376618,-155.5566101,37.25477734
43.231,-69.824,111.9258,594.84375,0.444416732,9.227194786,6.81021428,-160.719635,46.24289844
43.207,-69.69,112.7844,599.4068878,0.45199877,9.365581512,6.81021428,-106.101265,56.26775781
43.182,-69.556,112.7844,599.4068878,0.458174616,9.479264259,6.81021428,-108.8131256,64.429625
43.157,-69.423,112.7844,599.4068878,0.46283704,9.570743561,6.81021428,-163.2174683,71.20819531
43.132,-69.29,100.278,532.940051,0.466703862,9.645124435,52.04047399,-195.4991913,78.25792969
43.107,-69.156,41.6583,221.3982781,0.470941603,9.73673439,52.04047399,-152.4458466,89.21875781
43.082,-69.023,112.7844,599.4068878,0.473125875,9.776974678,52.04047399,-127.2996292,95.35415625
43.057,-68.89,112.7844,599.4068878,0.475610763,9.827662468,52.04047399,-165.6211548,103.5330703
43.031,-68.757,112.7844,599.4068878,0.478034437,9.871343613,52.04047399,-189.1740875,111.1930234
43.006,-68.624,82.2879,437.3294005,0.480004013,9.914406776,52.04047399,-185.8084412,117.6622031
42.98,-68.491,57.915,307.7965561,0.482854903,9.972239494,52.04047399,-180.4030762,123.66325
42.955,-68.358,112.7844,599.4068878,0.483533442,9.999595642,52.04047399,-174.1982117,127.0049219
42.929,-68.226,112.7844,599.4068878,0.484746397,10.03245831,70.87030514,-168.7909393,132.1426406
42.903,-68.093,112.7844,599.4068878,0.485907912,10.06208706,70.87030514,-185.7823944,137.9082188
42.876,-67.961,112.7844,599.4068878,0.487008661,10.09571457,70.87030514,-178.4335022,144.2244063
42.85,-67.829,112.7844,599.4068878,0.488356858,10.12996769,70.87030514,-198.2609863,150.9309063
42.824,-67.697,72.5193,385.4129464,0.489674062,10.15873051,70.87030514,-203.6335297,157.7837031
42.797,-67.565,0.1053,0.559630102,0.490596741,10.17999935,70.87030514,-176.8461609,163.95025
41.73,-128.855,94.2354,500.8258929,0.454997122,9.114650726,19.23131168,-3213.078857,350.545
41.761,-128.727,112.7844,599.4068878,0.455844015,9.125478745,19.23131168,-3204.720459,340.8809375
41.791,-128.599,112.7844,599.4068878,0.456887335,9.140005112,19.23131168,-3206.757813,330.3554688
41.822,-128.471,112.7844,599.4068878,0.457961291,9.154092789,19.23131168,-3146.911621,319.8307188
41.852,-128.343,112.7844,599.4068878,0.458801091,9.163441658,19.23131168,-3191.970703,309.3077813
41.882,-128.215,112.7844,599.4068878,0.459703892,9.177606583,19.23131168,-3148.4729,298.7909688
41.912,-128.087,112.7844,599.4068878,0.46089536,9.195559502,19.23131168,-3089.209473,288.28175
41.941,-127.958,112.7844,599.4068878,0.46184358,9.207960129,19.23131168,-3091.646729,277.7809375
41.971,-127.83,112.7844,599.4068878,0.462705612,9.224967957,19.23131168,-2923.600342,267.2895313
42.001,-127.701,112.7844,599.4068878,0.463825524,9.244628906,19.23131168,-3236.76416,256.8087031
42.03,-127.572,112.7844,599.4068878,0.464361459,9.263128281,19.23131168,-3153.477051,246.3398125
42.059,-127.443,112.7844,599.4068878,0.465407997,9.284223557,19.23131168,-2962.385498,235.8844063
42.089,-127.314,112.7844,599.4068878,0.466595381,9.307261467,19.23131168,-2675.863281,225.4444063
42.118,-127.185,112.7844,599.4068878,0.467520177,9.331376076,19.23131168,-3045.938477,215.0220156
42.147,-127.055,112.7844,599.4068878,0.468669564,9.356893539,19.23131168,-3000.011963,204.6199688
42.176,-126.926,112.7844,599.4068878,0.469666809,9.381904602,19.23131168,-2704.841064,194.2414844
42.204,-126.796,112.7844,599.4068878,0.470874876,9.408976555,19.23131168,-2581.626953,183.890625
42.233,-126.667,112.7844,599.4068878,0.472858787,9.441654205,19.23131168,-2747.409424,173.57225
42.261,-126.537,109.0746,579.6906888,0.474140286,9.470204353,19.23131168,-2782.115234,163.4774219
42.29,-126.407,103.7124,551.192602,0.475971878,9.507504463,19.23131168,-2720.710938,152.6935313
42.318,-126.277,112.7844,599.4068878,0.477531165,9.546318054,19.23131168,-2679.262207,142.7983281
42.346,-126.147,112.7844,599.4068878,0.47897625,9.587988853,19.23131168,-2638.211426,132.5376406
42.374,-126.016,112.7844,599.4068878,0.480552971,9.631353378,19.23131168,-2615.116699,122.2612813
42.402,-125.886,112.7844,599.4068878,0.482719749,9.682926178,19.23131168,-2502.902344,111.9808438
42.43,-125.755,98.5203,523.5985332,0.484962225,9.745306969,5.5,-2814.833496,101.6301094
42.458,-125.625,112.7844,599.4068878,0.487708211,9.818408012,5.5,-3068.67334,91.43083594
42.485,-125.494,88.128,468.3673469,0.490999252,9.900666237,5.5,-3080.488525,81.07858594
42.513,-125.363,112.7844,599.4068878,0.494076163,9.985196114,5.5,-3085.514893,70.812625
42.54,-125.232,112.7844,599.4068878,0.496674538,10.0653429,5.5,-2979.091064,60.45824219
42.567,-125.101,112.7844,599.4068878,0.499120146,10.15157318,5.5,-1821.057007,50.04092188
42.594,-124.97,112.7844,599.4068878,0.501916587,10.2388382,5.5,-1229.548096,39.55740234
42.621,-124.838,112.7844,599.4068878,0.50447154,10.33804035,5.5,-789.5941772,29.13404688
42.648,-124.707,112.7844,599.4068878,0.504783213,10.43129253,5.5,-290.7313232,18.84467773
42.675,-124.575,73.6857,391.611926,0.493894458,10.27996731,5.5,-102.2457962,10.43041113
45.225,-87.533,2.0169,10.71906888,0.397815764,8.267590523,12.83491557,-24.57831383,5.254011719
45.217,-87.39,19.6182,104.2633929,0.402778804,8.346953392,44.41057141,-29.79933929,5.310166992
45.209,-87.247,33.9795,180.5883291,0.415564209,8.540794373,44.41057141,-22.96233559,6.207305664
45.192,-86.961,45.3519,241.0283801,0.438778728,8.954796791,47.40305192,-34.72602081,6.843816895
45.183,-86.818,58.5144,310.9821429,0.443741053,9.063523293,47.40305192,-52.67137146,11.49427637
45.119,-85.818,7.6221,40.50860969,0.430347592,8.77338028,45.18018828,-46.59830093,7.751461914
45.11,-85.675,0.2592,1.37755102,0.423342884,8.640000343,40.86329219,-56,4.86603125
43.266,-70.531,21.7161,115.4129464,0.388444841,8.177967072,5.5,-36.17195129,6.854072266
43.242,-70.397,112.4442,597.598852,0.400915623,8.408471107,7.148376618,-57.14933014,12.1335625
43.218,-70.263,112.7844,599.4068878,0.416119874,8.693078995,7.148376618,-102.7184753,21.40866602
43.194,-70.129,112.7844,599.4068878,0.427404523,8.914528847,7.148376618,-135.6858673,30.62685352
43.169,-69.995,70.0245,372.1540179,0.436620712,9.082649231,7.148376618,-91.29010773,38.73525391
43.145,-69.862,87.5043,465.0526148,0.447024792,9.277819633,7.148376618,-172.7257233,50.55558203
43.12,-69.728,112.7844,599.4068878,0.453035831,9.388723373,7.148376618,-129.2467651,59.47704688
43.096,-69.595,112.7844,599.4068878,0.459018379,9.495452881,6.81021428,-108.5846024,69.58588281
43.071,-69.461,112.7844,599.4068878,0.463243186,9.583251953,6.81021428,-161.807312,78.79858594
43.046,-69.328,111.9015,594.7146046,0.467312217,9.658658981,6.81021428,-185.9013367,86.19048438
43.021,-69.195,31.7601,168.7930485,0.471374393,9.74249649,52.04047399,-138.1331329,95.39184375
42.996,-69.062,112.7844,599.4068878,0.473346025,9.78357029,52.04047399,-150.8867493,101.6901563
42.971,-68.929,112.7844,599.4068878,0.475795507,9.83112812,52.04047399,-127.0148697,110.1519688
42.945,-68.796,112.7844,599.4068878,0.477824152,9.87566185,52.04047399,-184.0845337,118.4694609
42.92,-68.663,86.265,458.466199,0.479579896,9.917108536,52.04047399,-189.553894,125.6179531
42.894,-68.531,77.3955,411.328125,0.481771588,9.962281227,52.04047399,-170.6968079,133.5686875
42.868,-68.398,112.7115,599.0194515,0.482946545,9.993777275,52.04047399,-182.6771851,136.5575938
42.843,-68.266,112.7844,599.4068878,0.484079719,10.02803707,52.04047399,-192.5623322,141.351375
42.817,-68.134,112.7844,599.4068878,0.485370845,10.06098747,70.87030514,-178.2286682,146.7556094
42.791,-68.001,112.7844,599.4068878,0.48645395,10.09124374,70.87030514,-195.93573,152.7081406
42.764,-67.869,112.7844,599.4068878,0.487899631,10.12490559,70.87030514,-194.3228912,159.1412969
42.738,-67.737,112.7844,599.4068878,0.489401579,10.15917397,70.87030514,-188.4745026,165.878875
42.712,-67.606,63.0018,334.8309949,0.490851492,10.18636894,70.87030514,-181.845459,168.6906094
42.685,-67.474,0.2106,1.119260204,0.491349578,10.19999886,70.87030514,-203,168.8410781
41.615,-128.936,0.0891,0.473533163,0.455768555,9.120000839,19.23131168,-3264.181885,355.4417813
41.646,-128.809,108.0216,574.0943878,0.45616585,9.128988266,19.23131168,-3251.334229,349.8298125
41.676,-128.681,112.7844,599.4068878,0.457186311,9.143356323,19.23131168,-3203.988281,339.5030938
41.707,-128.554,112.7844,599.4068878,0.458269268,9.155785561,19.23131168,-3184.959717,328.9637813
41.737,-128.426,112.7844,599.4068878,0.459221095,9.169067383,19.23131168,-3131.754883,318.4298125
41.767,-128.298,112.7844,599.4068878,0.460548878,9.186189651,19.23131168,-3161.593262,307.9005313
41.797,-128.17,112.7844,599.4068878,0.46119076,9.195268631,19.23131168,-3121.72168,297.3725
41.827,-128.042,112.7844,599.4068878,0.462192327,9.212021828,19.23131168,-3100.959473,286.8450313
41.857,-127.913,112.7844,599.4068878,0.463380754,9.230576515,19.23131168,-3120.859619,276.31825
41.886,-127.785,112.7844,599.4068878,0.464399934,9.249094009,19.23131168,-2981.621338,265.792125
41.916,-127.656,112.7844,599.4068878,0.465613127,9.271509171,19.23131168,-3157.671631,255.2667969
41.945,-127.527,112.7844,599.4068878,0.466377676,9.293446541,19.23131168,-2967.647217,244.7423594
41.974,-127.399,112.7844,599.4068878,0.467277586,9.315041542,19.23131168,-3163.574463,234.2191563
42.004,-127.27,112.7844,599.4068878,0.468678504,9.344736099,19.23131168,-2949.765625,223.7015313
42.033,-127.141,112.7844,599.4068878,0.469698936,9.366493225,19.23131168,-3366.911865,213.1939688
42.062,-127.011,112.7844,599.4068878,0.471142113,9.394880295,19.23131168,-3036.951416,202.6981094
42.09,-126.882,112.7844,599.4068878,0.472336859,9.424276352,19.23131168,-2825.092529,192.2159219
42.119,-126.753,112.7844,599.4068878,0.473758072,9.456009865,19.23131168,-2956.263916,181.7497031
42.148,-126.623,112.7844,599.4068878,0.475995988,9.495336533,19.23131168,-2953.026123,171.3024375
42.176,-126.493,100.0026,531.4764031,0.477562249,9.529032707,19.23131168,-2705.903076,161.1193281
