,latitude,longitude,labels
2654,42.4,-125.452,5
2655,42.427,-125.321,5
2656,42.454,-125.19,5
2657,42.482,-125.059,5
2658,42.509,-124.928,5
2659,42.536,-124.797,5
2660,42.562,-124.666,5
2661,42.589,-124.535,5
2662,42.616,-124.403,5
2663,45.136,-87.546,0
2664,45.128,-87.403,0
2665,45.119,-87.26,0
2666,45.103,-86.974,0
2667,45.039,-85.976,0
2668,45.03,-85.833,0
2669,44.761,-82.428,0
2670,44.748,-82.287,0
2671,44.088,-76.421,0
2672,43.179,-70.568,3
2673,43.155,-70.434,3
2674,43.131,-70.3,3
2675,43.107,-70.167,3
2676,43.083,-70.033,3
2677,43.058,-69.9,3
2678,43.034,-69.766,3
2679,43.009,-69.633,3
2680,42.985,-69.5,3
2681,42.96,-69.367,3
2682,42.935,-69.234,3
2683,42.91,-69.101,3
2684,42.884,-68.968,3
2685,42.859,-68.835,3
2686,42.834,-68.703,3
2687,42.808,-68.57,3
2688,42.782,-68.438,3
2689,42.757,-68.306,3
2690,42.731,-68.174,3
2691,42.705,-68.041,3
2692,42.678,-67.91,3
2693,42.652,-67.778,3
2694,42.626,-67.646,3
2695,42.599,-67.515,3
2696,41.561,-128.763,5
2697,41.592,-128.636,5
2698,41.622,-128.508,5
2699,41.652,-128.38,5
2700,41.682,-128.253,5
2701,41.712,-128.125,5
2702,41.742,-127.997,5
2703,41.772,-127.868,5
2704,41.801,-127.74,5
2705,41.831,-127.612,5
2706,41.86,-127.483,5
2707,41.889,-127.354,5
2708,41.919,-127.226,5
2709,41.948,-127.097,5
2710,41.976,-126.968,5
2711,42.005,-126.838,5
2712,42.034,-126.709,5
2713,42.062,-126.58,5
2714,42.091,-126.45,5
2715,42.119,-126.321,5
2716,42.147,-126.191,5
2717,42.176,-126.061,5
2718,42.204,-125.931,5
2719,42.231,-125.801,5
2720,42.259,-125.671,5
2721,42.287,-125.541,5
2722,42.314,-125.41,5
2723,42.342,-125.28,5
2724,42.369,-125.149,5
2725,42.396,-125.018,5
2726,42.423,-124.887,5
2727,42.45,-124.756,5
2728,42.477,-124.625,5
2729,42.503,-124.494,5
2730,45.046,-87.559,0
2731,45.038,-87.416,0
2732,45.022,-87.131,0
2733,45.013,-86.988,0
2734,44.969,-86.275,0
2735,44.672,-82.449,0
2736,44.659,-82.308,0
2737,44.018,-76.588,0
2738,44.0,-76.45,0
2739,43.982,-76.312,0
2740,43.963,-76.174,0
2741,43.092,-70.605,3
2742,43.069,-70.471,3
2743,43.045,-70.338,3
2744,43.02,-70.204,3
2745,42.996,-70.071,3
2746,42.972,-69.937,3
2747,42.947,-69.804,3
2748,42.923,-69.671,3
2749,42.898,-69.538,3
2750,42.873,-69.405,3
2751,42.848,-69.272,3
2752,42.823,-69.139,3
2753,42.798,-69.007,3
2754,42.773,-68.874,3
2755,42.747,-68.742,3
2756,42.722,-68.61,3
2757,42.696,-68.477,3
2758,42.671,-68.345,3
2759,42.645,-68.213,3
2760,42.619,-68.082,3
2761,42.592,-67.95,3
2762,42.566,-67.818,3
2763,42.54,-67.687,3
2764,42.513,-67.555,3
2765,42.487,-67.424,3
2766,42.46,-67.293,3
2767,41.446,-128.844,5
2768,41.477,-128.717,5
2769,41.507,-128.59,5
2770,41.537,-128.463,5
2771,41.567,-128.335,5
2772,41.598,-128.207,5
2773,41.627,-128.08,5
2774,41.657,-127.952,5
2775,41.687,-127.824,5
2776,41.716,-127.695,5
2777,41.746,-127.567,5
2778,41.775,-127.439,5
2779,41.804,-127.31,5
2780,41.834,-127.182,5
2781,41.862,-127.053,5
2782,41.891,-126.924,5
2783,41.92,-126.795,5
2784,41.949,-126.666,5
2785,41.977,-126.537,5
2786,42.006,-126.407,5
2787,42.034,-126.278,5
2788,42.062,-126.148,5
2789,42.09,-126.019,5
2790,42.118,-125.889,5
2791,42.146,-125.759,5
2792,42.174,-125.629,5
2793,42.201,-125.499,5
2794,42.229,-125.368,5
2795,42.256,-125.238,5
2796,42.283,-125.107,5
2797,42.31,-124.977,5
2798,42.337,-124.846,5
2799,42.364,-124.715,5
2800,42.391,-124.584,5
2801,42.418,-124.453,5
2802,44.965,-87.714,0
2803,44.957,-87.571,0
2804,44.949,-87.429,0
2805,44.932,-87.144,0
2806,44.924,-87.002,0
2807,44.879,-86.29,0
2808,44.87,-86.148,0
2809,43.93,-76.616,0
2810,43.912,-76.478,0
2811,43.894,-76.341,0
2812,43.006,-70.642,3
2813,42.982,-70.508,3
2814,42.958,-70.375,3
2815,42.934,-70.241,3
2816,42.91,-70.108,3
2817,42.885,-69.975,3
2818,42.861,-69.842,3
2819,42.837,-69.709,3
2820,42.812,-69.576,3
2821,42.787,-69.443,3
2822,42.762,-69.31,3
2823,42.737,-69.178,3
2824,42.712,-69.045,3
2825,42.661,-68.781,3
2826,42.636,-68.649,3
2827,42.61,-68.517,3
2828,42.584,-68.385,3
2829,42.559,-68.253,3
2830,42.533,-68.121,3
2831,42.506,-67.99,3
2832,42.48,-67.858,3
2833,42.454,-67.727,3
2834,42.427,-67.596,3
2835,42.401,-67.465,3
2836,42.374,-67.334,3
2837,41.362,-128.799,5
2838,41.392,-128.672,5
2839,41.422,-128.544,5
2840,41.453,-128.417,5
2841,41.483,-128.29,5
2842,41.513,-128.162,5
2843,41.543,-128.035,5
2844,41.572,-127.907,5
2845,41.602,-127.779,5
2846,41.631,-127.651,5
2847,41.661,-127.523,5
2848,41.69,-127.395,5
2849,41.719,-127.266,5
2850,41.748,-127.138,5
2851,41.777,-127.009,5
2852,41.806,-126.88,5
2853,41.835,-126.752,5
2854,41.863,-126.623,5
2855,41.892,-126.494,5
2856,41.92,-126.364,5
2857,41.949,-126.235,5
2858,41.977,-126.106,5
2859,42.005,-125.976,5
2860,42.033,-125.846,5
2861,42.06,-125.717,5
2862,42.088,-125.587,5
2863,42.116,-125.457,5
2864,42.143,-125.327,5
2865,42.17,-125.196,5
2866,42.197,-125.066,5
2867,42.225,-124.936,5
2868,42.252,-124.805,5
2869,42.278,-124.674,5
2870,42.305,-124.544,5
2871,42.332,-124.413,5
2872,44.875,-87.727,0
2873,44.867,-87.584,0
2874,44.843,-87.157,0
2875,44.79,-86.305,0
2876,44.781,-86.163,0
2877,44.556,-83.193,0
2878,44.544,-83.052,0
2879,44.531,-82.911,0
2880,44.519,-82.77,0
2881,44.506,-82.63,0
2882,44.494,-82.489,0
2883,43.842,-76.645,0
2884,43.824,-76.507,0
2885,43.806,-76.37,0
2886,43.787,-76.232,0
2887,42.895,-70.545,3
2888,42.871,-70.412,3
2889,42.847,-70.278,3
2890,42.823,-70.145,3
2891,42.799,-70.012,3
2892,42.775,-69.879,3
2893,42.725,-69.614,3
2894,42.701,-69.481,3
2895,42.676,-69.349,3
2896,42.651,-69.216,3
2897,42.575,-68.82,3
2898,42.55,-68.688,3
2899,42.524,-68.556,3
2900,42.498,-68.424,3
2901,42.473,-68.293,3
2902,42.447,-68.161,3
2903,42.42,-68.03,3
2904,42.394,-67.899,3
2905,42.368,-67.767,3
2906,42.342,-67.636,3
2907,42.315,-67.505,3
2908,42.288,-67.375,3
2909,42.262,-67.244,3
2910,42.235,-67.113,3
2911,41.277,-128.753,5
2912,41.307,-128.626,5
2913,41.338,-128.499,5
2914,41.368,-128.372,5
2915,41.398,-128.245,5
2916,41.428,-128.117,5
2917,41.458,-127.99,5
2918,41.487,-127.862,5
2919,41.517,-127.734,5
2920,41.547,-127.607,5
2921,41.576,-127.479,5
2922,41.605,-127.351,5
2923,41.634,-127.222,5
2924,41.663,-127.094,5
2925,41.692,-126.966,5
2926,41.721,-126.837,5
2927,41.75,-126.708,5
2928,41.778,-126.579,5
2929,41.807,-126.451,5
2930,41.835,-126.322,5
2931,41.863,-126.192,5
2932,41.891,-126.063,5
2933,41.919,-125.934,5
2934,41.947,-125.804,5
2935,41.975,-125.675,5
2936,42.002,-125.545,5
2937,42.03,-125.415,5
2938,42.057,-125.285,5
2939,42.085,-125.155,5
2940,42.112,-125.025,5
2941,42.139,-124.895,5
2942,42.166,-124.764,5
2943,42.193,-124.634,5
2944,42.219,-124.503,5
2945,44.793,-87.881,0
2946,44.785,-87.739,0
2947,44.761,-87.313,0
2948,44.753,-87.171,0
2949,44.701,-86.319,0
2950,44.467,-83.212,0
2951,44.455,-83.071,0
2952,44.442,-82.931,0
2953,44.417,-82.65,0
2954,44.405,-82.509,0
2955,43.755,-76.673,0
2956,43.736,-76.536,0
2957,43.718,-76.398,0
2958,43.699,-76.261,0
2959,42.832,-70.715,3
2960,42.809,-70.582,3
2961,42.785,-70.448,3
2962,42.761,-70.315,3
2963,42.737,-70.182,3
2964,42.712,-70.05,3
2965,42.688,-69.917,3
2966,42.664,-69.784,3
2967,42.639,-69.652,3
2968,42.614,-69.519,3
2969,42.589,-69.387,3
2970,42.565,-69.255,3
2971,42.539,-69.123,3
2972,42.489,-68.859,3
2973,42.463,-68.727,3
2974,42.438,-68.595,3
2975,42.412,-68.464,3
2976,42.386,-68.332,3
2977,42.361,-68.201,3
2978,42.334,-68.07,3
2979,42.308,-67.939,3
2980,42.282,-67.808,3
2981,42.256,-67.677,3
2982,42.229,-67.546,3
2983,42.203,-67.415,3
2984,42.176,-67.285,3
2985,42.149,-67.154,3
2986,42.122,-67.024,3
2987,41.162,-128.834,5
2988,41.192,-128.707,5
2989,41.223,-128.581,5
2990,41.253,-128.454,5
2991,41.283,-128.327,5
2992,41.313,-128.2,5
2993,41.343,-128.072,5
2994,41.373,-127.945,5
2995,41.403,-127.818,5
2996,41.432,-127.69,5
2997,41.462,-127.562,5
2998,41.491,-127.435,5
2999,41.52,-127.307,5
3000,41.549,-127.179,5
3001,41.578,-127.05,5
3002,41.607,-126.922,5
3003,41.636,-126.794,5
3004,41.664,-126.665,5
3005,41.693,-126.536,5
3006,41.721,-126.408,5
3007,41.75,-126.279,5
3008,41.778,-126.15,5
3009,41.806,-126.021,5
3010,41.834,-125.891,5
3011,41.862,-125.762,5
3012,41.889,-125.633,5
3013,41.917,-125.503,5
3014,41.944,-125.373,5
3015,41.972,-125.244,5
3016,41.999,-125.114,5
3017,42.026,-124.984,5
3018,42.053,-124.854,5
3019,42.08,-124.723,5
3020,42.107,-124.593,5
3021,42.133,-124.462,5
3022,44.704,-87.893,0
3023,44.696,-87.751,0
3024,44.672,-87.326,0
3025,44.611,-86.334,0
3026,44.378,-83.231,0
3027,44.366,-83.091,0
3028,43.63,-76.427,0
3029,43.611,-76.29,0
3030,42.746,-70.751,3
3031,42.722,-70.618,3
3032,42.698,-70.485,3
3033,42.674,-70.352,3
3034,42.65,-70.219,3
3035,42.626,-70.087,3
3036,42.602,-69.954,3
3037,42.577,-69.822,3
3038,42.553,-69.689,3
3039,42.528,-69.557,3
3040,42.503,-69.425,3
3041,42.478,-69.293,3
3042,42.453,-69.161,3
3043,42.428,-69.029,3
3044,42.403,-68.897,3
3045,42.377,-68.766,3
3046,42.352,-68.634,3
3047,42.326,-68.503,3
3048,42.3,-68.372,3
3049,42.274,-68.241,3
3050,42.248,-68.109,3
3051,42.222,-67.979,3
3052,42.196,-67.848,3
3053,42.17,-67.717,3
3054,42.143,-67.586,3
3055,42.117,-67.456,3
3056,42.09,-67.325,3
3057,42.063,-67.195,3
3058,42.036,-67.065,3
3059,42.009,-66.935,3
3060,41.077,-128.788,5
3061,41.108,-128.662,5
3062,41.138,-128.535,5
3063,41.168,-128.409,5
3064,41.198,-128.282,5
3065,41.228,-128.155,5
3066,41.258,-128.028,5
3067,41.288,-127.9,5
3068,41.318,-127.773,5
3069,41.347,-127.646,5
3070,41.377,-127.518,5
3071,41.406,-127.391,5
3072,41.435,-127.263,5
3073,41.464,-127.135,5
3074,41.493,-127.007,5
3075,41.522,-126.879,5
3076,41.551,-126.75,5
3077,41.579,-126.622,5
3078,41.608,-126.494,5
3079,41.636,-126.365,5
3080,41.664,-126.236,5
3081,41.692,-126.107,5
3082,41.72,-125.978,5
3083,41.748,-125.849,5
3084,41.776,-125.72,5
3085,41.804,-125.591,5
3086,41.831,-125.461,5
3087,41.859,-125.332,5
3088,41.886,-125.202,5
3089,41.913,-125.073,5
3090,41.94,-124.943,5
3091,41.967,-124.813,5
3092,41.994,-124.683,5
3093,42.021,-124.552,5
3094,42.047,-124.422,5
3095,44.614,-87.905,0
3096,44.582,-87.339,0
3097,44.522,-86.348,0
3098,44.301,-83.39,0
3099,44.289,-83.25,0
3100,44.277,-83.11,0
3101,43.56,-76.593,0
3102,43.542,-76.456,0
3103,43.524,-76.319,0
3104,42.612,-70.522,3
3105,42.539,-70.124,3
3106,42.515,-69.992,3
3107,42.491,-69.859,3
3108,42.466,-69.727,3
3109,42.442,-69.595,3
3110,42.417,-69.463,3
3111,42.392,-69.331,3
3112,42.367,-69.199,3
3113,42.342,-69.068,3
3114,42.316,-68.936,3
3115,42.291,-68.805,3
3116,42.266,-68.673,3
3117,42.24,-68.542,3
3118,42.214,-68.411,3
3119,42.188,-68.28,3
3120,42.162,-68.149,3
3121,42.136,-68.018,3
3122,42.11,-67.888,3
3123,42.084,-67.757,3
3124,42.057,-67.627,3
3125,42.031,-67.496,3
3126,42.004,-67.366,3
3127,41.977,-67.236,3
3128,41.95,-67.106,3
3129,41.923,-66.976,3
3130,41.896,-66.846,3
3131,40.962,-128.869,5
3132,40.993,-128.743,5
3133,41.023,-128.616,5
3134,41.053,-128.49,5
3135,41.084,-128.363,5
3136,41.114,-128.237,5
3137,41.144,-128.11,5
3138,41.173,-127.983,5
3139,41.203,-127.856,5
3140,41.233,-127.729,5
3141,41.262,-127.602,5
3142,41.292,-127.474,5
3143,41.321,-127.347,5
3144,41.35,-127.219,5
3145,41.379,-127.091,5
3146,41.408,-126.963,5
3147,41.437,-126.835,5
3148,41.465,-126.707,5
3149,41.494,-126.579,5
3150,41.522,-126.451,5
3151,41.551,-126.322,5
3152,41.579,-126.194,5
3153,41.607,-126.065,5
3154,41.635,-125.936,5
3155,41.663,-125.807,5
3156,41.691,-125.678,5
3157,41.718,-125.549,5
3158,41.746,-125.42,5
3159,41.773,-125.291,5
3160,41.8,-125.161,5
3161,41.828,-125.032,5
3162,41.855,-124.902,5
3163,41.882,-124.772,5
3164,41.908,-124.642,5
3165,41.935,-124.512,5
3166,41.962,-124.382,5
3167,41.988,-124.252,5
3168,44.501,-87.493,0
3169,44.493,-87.352,0
3170,44.223,-83.549,0
3171,44.212,-83.409,0
3172,44.2,-83.269,0
3173,44.188,-83.129,0
3174,44.175,-82.989,0
3175,44.125,-82.43,0
3176,43.472,-76.621,0
3177,43.454,-76.484,0
3178,42.525,-70.558,3
3179,42.453,-70.161,3
3180,42.429,-70.029,3
3181,42.404,-69.897,3
3182,42.38,-69.765,3
3183,42.355,-69.633,3
3184,42.33,-69.501,3
3185,42.306,-69.369,3
3186,42.281,-69.238,3
3187,42.255,-69.106,3
3188,42.23,-68.975,3
3189,42.205,-68.843,3
3190,42.179,-68.712,3
3191,42.154,-68.581,3
3192,42.128,-68.45,3
3193,42.102,-68.319,3
3194,42.076,-68.189,3
3195,42.05,-68.058,3
3196,42.024,-67.927,3
3197,41.998,-67.797,3
3198,41.972,-67.667,3
3199,41.945,-67.537,3
3200,41.918,-67.407,3
3201,41.892,-67.277,3
3202,41.865,-67.147,3
3203,41.838,-67.017,3
3204,41.811,-66.887,3
3205,41.783,-66.758,3
3206,40.878,-128.824,5
3207,40.908,-128.697,5
3208,40.938,-128.571,5
3209,40.969,-128.445,5
3210,40.999,-128.319,5
3211,41.029,-128.192,5
3212,41.059,-128.065,5
3213,41.089,-127.939,5
3214,41.118,-127.812,5
3215,41.148,-127.685,5
3216,41.177,-127.558,5
3217,41.207,-127.43,5
3218,41.236,-127.303,5
3219,41.265,-127.175,5
3220,41.294,-127.048,5
3221,41.323,-126.92,5
3222,41.351,-126.792,5
3223,41.38,-126.664,5
3224,41.409,-126.536,5
3225,41.437,-126.408,5
3226,41.465,-126.28,5
3227,41.494,-126.151,5
3228,41.522,-126.023,5
3229,41.55,-125.894,5
3230,41.577,-125.765,5
3231,41.605,-125.637,5
3232,41.633,-125.508,5
3233,41.66,-125.379,5
3234,41.687,-125.249,5
3235,41.715,-125.12,5
3236,41.742,-124.991,5
3237,41.769,-124.861,5
3238,41.796,-124.731,5
3239,41.823,-124.602,5
3240,41.849,-124.472,5
3241,41.876,-124.342,5
3242,41.902,-124.212,5
3243,44.412,-87.506,0
3244,44.403,-87.365,0
3245,44.343,-86.377,0
3246,44.134,-83.568,0
3247,44.123,-83.428,0
3248,44.111,-83.288,0
3249,44.099,-83.148,0
3250,44.086,-83.008,0
3251,44.074,-82.869,0
3252,43.421,-76.923,0
3253,43.403,-76.786,0
3254,43.384,-76.649,0
3255,42.438,-70.595,3
3256,42.366,-70.198,3
3257,42.342,-70.066,3
3258,42.318,-69.934,3
3259,42.293,-69.802,3
3260,42.269,-69.67,3
3261,42.244,-69.539,3
3262,42.219,-69.407,3
3263,42.194,-69.276,3
3264,42.169,-69.144,3
3265,42.144,-69.013,3
3266,42.119,-68.882,3
3267,42.093,-68.751,3
3268,42.068,-68.62,3
3269,42.042,-68.489,3
3270,42.016,-68.359,3
3271,41.99,-68.228,3
3272,41.964,-68.098,3
3273,41.938,-67.967,3
3274,41.912,-67.837,3
3275,41.886,-67.707,3
3276,41.859,-67.577,3
3277,41.833,-67.447,3
3278,41.806,-67.317,3
3279,41.779,-67.187,3
3280,41.752,-67.058,3
3281,41.725,-66.928,3
3282,41.698,-66.799,3
3283,41.67,-66.67,3
3284,40.762,-128.904,5
3285,40.793,-128.778,5
3286,40.823,-128.652,5
3287,40.854,-128.526,5
3288,40.884,-128.4,5
3289,40.914,-128.274,5
3290,40.944,-128.147,5
3291,40.974,-128.021,5
3292,41.004,-127.894,5
3293,41.033,-127.767,5
3294,41.063,-127.641,5
3295,41.092,-127.514,5
3296,41.122,-127.387,5
3297,41.151,-127.259,5
3298,41.18,-127.132,5
3299,41.209,-127.005,5
3300,41.238,-126.877,5
3301,41.266,-126.749,5
3302,41.295,-126.622,5
3303,41.323,-126.494,5
3304,41.352,-126.366,5
3305,41.38,-126.237,5
3306,41.408,-126.109,5
3307,41.436,-125.981,5
3308,41.464,-125.852,5
3309,41.492,-125.724,5
3310,41.52,-125.595,5
3311,41.547,-125.466,5
3312,41.575,-125.337,5
3313,41.602,-125.208,5
3314,41.629,-125.079,5
3315,41.656,-124.95,5
3316,41.683,-124.82,5
3317,41.71,-124.691,5
3318,41.737,-124.561,5
3319,41.763,-124.432,5
3320,41.79,-124.302,5
3321,44.322,-87.518,0
3322,44.314,-87.377,0
3323,44.254,-86.391,0
3324,44.045,-83.586,0
3325,44.034,-83.446,0
3326,44.022,-83.307,0
3327,44.01,-83.167,0
3328,43.921,-82.191,0
3329,43.368,-77.224,0
3330,43.35,-77.087,0
3331,43.333,-76.951,0
3332,43.315,-76.814,0
3333,42.352,-70.631,3
3334,42.328,-70.499,3
3335,42.256,-70.103,3
3336,42.231,-69.971,3
3337,42.207,-69.839,3
3338,42.182,-69.708,3
3339,42.158,-69.576,3
3340,42.133,-69.445,3
3341,42.108,-69.314,3
3342,42.083,-69.182,3
3343,42.058,-69.051,3
3344,42.032,-68.921,3
3345,42.007,-68.79,3
3346,41.982,-68.659,3
3347,41.956,-68.528,3
3348,41.93,-68.398,3
3349,41.904,-68.267,3
3350,41.878,-68.137,3
3351,41.852,-68.007,3
3352,41.826,-67.877,3
3353,41.8,-67.747,3
3354,41.773,-67.617,3
3355,41.747,-67.487,3
3356,41.72,-67.358,3
3357,41.693,-67.228,3
3358,41.666,-67.099,3
3359,41.639,-66.969,3
3360,41.612,-66.84,3
3361,41.585,-66.711,3
3362,41.557,-66.582,3
3363,40.678,-128.858,5
3364,40.708,-128.733,5
3365,40.739,-128.607,5
3366,40.769,-128.481,5
3367,40.799,-128.355,5
3368,40.829,-128.229,5
3369,40.859,-128.103,5
3370,40.889,-127.976,5
3371,40.919,-127.85,5
3372,40.948,-127.723,5
3373,40.978,-127.597,5
3374,41.007,-127.47,5
3375,41.036,-127.343,5
3376,41.066,-127.216,5
3377,41.095,-127.089,5
3378,41.124,-126.961,5
3379,41.152,-126.834,5
3380,41.181,-126.706,5
3381,41.21,-126.579,5
3382,41.238,-126.451,5
3383,41.266,-126.323,5
3384,41.295,-126.195,5
3385,41.323,-126.067,5
3386,41.351,-125.939,5
3387,41.379,-125.81,5
3388,41.406,-125.682,5
3389,41.434,-125.553,5
3390,41.461,-125.425,5
3391,41.489,-125.296,5
3392,41.516,-125.167,5
3393,41.543,-125.038,5
3394,41.57,-124.909,5
3395,41.597,-124.78,5
3396,41.624,-124.65,5
3397,41.651,-124.521,5
3398,41.677,-124.391,5
3399,41.704,-124.262,5
3400,44.233,-87.531,0
3401,44.225,-87.39,0
3402,43.979,-83.884,0
3403,43.968,-83.744,0
3404,43.956,-83.604,0
3405,43.944,-83.465,0
3406,43.933,-83.325,0
3407,43.417,-78.346,0
3408,43.401,-78.208,0
3409,43.367,-77.935,0
3410,43.35,-77.798,0
3411,43.332,-77.661,0
3412,43.315,-77.524,0
3413,43.298,-77.388,0
3414,43.28,-77.251,0
3415,42.265,-70.667,3
3416,42.241,-70.535,3
3417,42.169,-70.14,3
3418,42.145,-70.008,3
3419,42.12,-69.877,3
3420,42.096,-69.745,3
3421,42.071,-69.614,3
3422,42.046,-69.483,3
3423,42.022,-69.352,3
3424,41.997,-69.221,3
3425,41.971,-69.09,3
3426,41.946,-68.959,3
3427,41.921,-68.828,3
3428,41.895,-68.698,3
3429,41.87,-68.567,3
3430,41.844,-68.437,3
3431,41.818,-68.307,3
3432,41.792,-68.176,3
3433,41.766,-68.046,3
3434,41.74,-67.916,3
3435,41.714,-67.787,3
3436,41.687,-67.657,3
3437,41.661,-67.527,3
3438,41.634,-67.398,3
3439,41.607,-67.269,3
3440,41.58,-67.139,3
3441,41.553,-67.01,3
3442,41.526,-66.881,3
3443,41.499,-66.752,3
3444,41.472,-66.623,3
3445,41.444,-66.495,3
3446,40.593,-128.813,5
3447,40.624,-128.688,5
3448,40.654,-128.562,5
3449,40.684,-128.436,5
3450,40.714,-128.31,5
3451,40.744,-128.184,5
3452,40.774,-128.058,5
3453,40.804,-127.932,5
3454,40.834,-127.806,5
3455,40.863,-127.679,5
3456,40.893,-127.553,5
3457,40.922,-127.426,5
3458,40.951,-127.299,5
3459,40.98,-127.172,5
3460,41.009,-127.045,5
3461,41.038,-126.918,5
3462,41.067,-126.791,5
3463,41.096,-126.664,5
3464,41.124,-126.536,5
3465,41.153,-126.409,5
3466,41.181,-126.281,5
3467,41.209,-126.153,5
3468,41.237,-126.025,5
3469,41.265,-125.897,5
3470,41.293,-125.769,5
3471,41.321,-125.641,5
3472,41.348,-125.512,5
3473,41.376,-125.384,5
3474,41.403,-125.255,5
3475,41.43,-125.126,5
3476,41.458,-124.997,5
3477,41.485,-124.868,5
3478,41.512,-124.739,5
3479,41.538,-124.61,5
3480,41.565,-124.481,5
3481,41.592,-124.352,5
3482,41.618,-124.222,5
3483,44.143,-87.544,0
3484,44.135,-87.403,0
3485,43.89,-83.902,0
3486,43.879,-83.762,0
3487,43.867,-83.623,0
3488,43.855,-83.483,0
3489,43.769,-82.51,0
3490,43.731,-82.093,0
3491,43.394,-78.92,0
3492,43.378,-78.782,0
3493,42.178,-70.703,3
3494,42.154,-70.571,3
3495,42.131,-70.44,3
3496,42.107,-70.308,3
3497,42.082,-70.176,3
3498,42.058,-70.045,3
3499,42.034,-69.914,3
3500,42.009,-69.782,3
3501,41.985,-69.651,3
3502,41.96,-69.52,3
3503,41.935,-69.389,3
3504,41.91,-69.259,3
3505,41.885,-69.128,3
3506,41.86,-68.997,3
3507,41.835,-68.867,3
3508,41.809,-68.736,3
3509,41.784,-68.606,3
3510,41.758,-68.476,3
3511,41.732,-68.346,3
3512,41.706,-68.216,3
3513,41.68,-68.086,3
3514,41.654,-67.956,3
3515,41.628,-67.826,3
3516,41.601,-67.697,3
3517,41.575,-67.567,3
3518,41.548,-67.438,3
3519,41.522,-67.309,3
3520,41.495,-67.18,3
3521,41.468,-67.051,3
3522,41.441,-66.922,3
3523,41.413,-66.793,3
3524,41.386,-66.664,3
3525,41.359,-66.536,3
3526,41.331,-66.407,3
3527,40.478,-128.893,5
3528,40.509,-128.768,5
3529,40.539,-128.643,5
3530,40.569,-128.517,5
3531,40.6,-128.392,5
3532,40.63,-128.266,5
3533,40.66,-128.14,5
3534,40.689,-128.014,5
3535,40.719,-127.888,5
3536,40.749,-127.762,5
3537,40.778,-127.636,5
3538,40.808,-127.509,5
3539,40.837,-127.383,5
3540,40.866,-127.256,5
3541,40.895,-127.129,5
3542,40.924,-127.002,5
3543,40.953,-126.875,5
3544,40.982,-126.748,5
3545,41.01,-126.621,5
3546,41.039,-126.494,5
3547,41.067,-126.366,5
3548,41.096,-126.239,5
3549,41.124,-126.111,5
3550,41.152,-125.983,5
3551,41.18,-125.855,5
3552,41.207,-125.727,5
3553,41.235,-125.599,5
3554,41.263,-125.471,5
3555,41.29,-125.342,5
3556,41.318,-125.214,5
3557,41.345,-125.085,5
3558,41.372,-124.957,5
3559,41.399,-124.828,5
3560,41.426,-124.699,5
3561,41.452,-124.57,5
3562,41.479,-124.441,5
3563,41.506,-124.312,5
3564,41.532,-124.182,5
3565,44.054,-87.556,0
3566,43.994,-86.574,0
3567,43.801,-83.919,0
3568,43.79,-83.78,0
3569,43.778,-83.641,0
3570,43.766,-83.502,0
3571,43.68,-82.53,0
3572,43.668,-82.391,0
3573,43.642,-82.114,0
3574,43.322,-79.082,0
3575,43.306,-78.945,0
3576,41.947,-69.951,3
3577,41.923,-69.82,3
3578,41.898,-69.689,3
3579,41.874,-69.558,3
3580,41.849,-69.427,3
3581,41.824,-69.296,3
3582,41.799,-69.166,3
3583,41.774,-69.035,3
3584,41.748,-68.905,3
3585,41.723,-68.775,3
3586,41.697,-68.645,3
3587,41.672,-68.515,3
3588,41.646,-68.385,3
3589,41.62,-68.255,3
3590,41.594,-68.125,3
3591,41.568,-67.996,3
3592,41.542,-67.866,3
3593,41.515,-67.737,3
3594,41.489,-67.607,3
3595,41.462,-67.478,3
3596,41.436,-67.349,3
3597,41.409,-67.22,3
3598,41.382,-67.091,3
3599,41.355,-66.963,3
3600,41.328,-66.834,3
3601,41.3,-66.706,3
3602,41.273,-66.577,3
3603,41.245,-66.449,3
3604,41.218,-66.321,3
3605,40.393,-128.848,5
3606,40.424,-128.723,5
3607,40.454,-128.598,5
3608,40.485,-128.472,5
3609,40.515,-128.347,5
3610,40.545,-128.221,5
3611,40.575,-128.096,5
3612,40.605,-127.97,5
3613,40.634,-127.844,5
3614,40.664,-127.718,5
3615,40.693,-127.592,5
3616,40.723,-127.466,5
3617,40.752,-127.339,5
3618,40.781,-127.213,5
3619,40.81,-127.086,5
3620,40.839,-126.959,5
3621,40.868,-126.832,5
3622,40.897,-126.705,5
3623,40.925,-126.578,5
3624,40.954,-126.451,5
3625,40.982,-126.324,5
3626,41.01,-126.197,5
3627,41.038,-126.069,5
3628,41.066,-125.941,5
3629,41.094,-125.814,5
3630,41.122,-125.686,5
3631,41.15,-125.558,5
3632,41.177,-125.43,5
3633,41.205,-125.301,5
3634,41.232,-125.173,5
3635,41.259,-125.045,5
3636,41.286,-124.916,5
3637,41.313,-124.788,5
3638,41.34,-124.659,5
3639,41.367,-124.53,5
3640,41.393,-124.401,5
3641,41.42,-124.272,5
3642,41.446,-124.143,5
3643,43.972,-87.709,0
3644,43.964,-87.569,0
3645,43.905,-86.588,0
3646,43.896,-86.448,0
3647,43.712,-83.937,0
3648,43.701,-83.798,0
3649,43.689,-83.659,0
3650,43.592,-82.549,0
3651,43.579,-82.411,0
3652,43.566,-82.273,0
