,latitude,longitude,labels
354,46.667,-126.772,5
355,46.695,-126.633,5
356,46.724,-126.493,5
357,46.752,-126.353,5
358,46.78,-126.213,5
359,46.808,-126.072,5
360,46.836,-125.932,5
361,46.864,-125.791,5
362,46.892,-125.651,5
363,46.92,-125.51,5
364,46.947,-125.369,5
365,46.975,-125.228,5
366,47.002,-125.087,5
367,47.029,-124.945,5
368,47.056,-124.804,5
369,47.083,-124.662,5
370,47.11,-124.52,5
371,47.136,-124.379,5
372,47.163,-124.237,5
373,46.107,-128.939,5
374,46.138,-128.802,5
375,46.168,-128.664,5
376,46.198,-128.527,5
377,46.229,-128.389,5
378,46.259,-128.251,5
379,46.289,-128.113,5
380,46.318,-127.975,5
381,46.348,-127.837,5
382,46.378,-127.698,5
383,46.407,-127.56,5
384,46.436,-127.421,5
385,46.466,-127.282,5
386,46.495,-127.143,5
387,46.524,-127.004,5
388,46.553,-126.865,5
389,46.581,-126.726,5
390,46.61,-126.586,5
391,46.638,-126.446,5
392,46.667,-126.306,5
393,46.695,-126.167,5
394,46.723,-126.026,5
395,46.751,-125.886,5
396,46.779,-125.746,5
397,46.806,-125.605,5
398,46.834,-125.465,5
399,46.861,-125.324,5
400,46.889,-125.183,5
401,46.916,-125.042,5
402,46.943,-124.901,5
403,46.97,-124.76,5
404,46.997,-124.618,5
405,47.024,-124.477,5
406,47.05,-124.335,5
407,47.077,-124.193,5
408,46.022,-128.89,5
409,46.053,-128.752,5
410,46.083,-128.615,5
411,46.114,-128.478,5
412,46.144,-128.34,5
413,46.174,-128.203,5
414,46.204,-128.065,5
415,46.233,-127.927,5
416,46.263,-127.789,5
417,46.293,-127.65,5
418,46.322,-127.512,5
419,46.351,-127.373,5
420,46.381,-127.235,5
421,46.41,-127.096,5
422,46.439,-126.957,5
423,46.467,-126.818,5
424,46.496,-126.679,5
425,46.525,-126.539,5
426,46.553,-126.4,5
427,46.581,-126.26,5
428,46.609,-126.12,5
429,46.637,-125.981,5
430,46.665,-125.841,5
431,46.693,-125.7,5
432,46.721,-125.56,5
433,46.748,-125.42,5
434,46.776,-125.279,5
435,46.803,-125.138,5
436,46.83,-124.997,5
437,46.857,-124.856,5
438,46.884,-124.715,5
439,46.911,-124.574,5
440,46.938,-124.433,5
441,46.964,-124.291,5
442,45.938,-128.84,5
443,45.968,-128.703,5
444,45.999,-128.566,5
445,46.029,-128.429,5
446,46.059,-128.291,5
447,46.089,-128.154,5
448,46.119,-128.016,5
449,46.149,-127.878,5
450,46.178,-127.741,5
451,46.208,-127.602,5
452,46.237,-127.464,5
453,46.266,-127.326,5
454,46.295,-127.187,5
455,46.324,-127.049,5
456,46.353,-126.91,5
457,46.382,-126.771,5
458,46.411,-126.632,5
459,46.439,-126.493,5
460,46.468,-126.354,5
461,46.496,-126.214,5
462,46.524,-126.075,5
463,46.552,-125.935,5
464,46.58,-125.795,5
465,46.608,-125.655,5
466,46.635,-125.515,5
467,46.663,-125.375,5
468,46.69,-125.234,5
469,46.717,-125.094,5
470,46.744,-124.953,5
471,46.771,-124.812,5
472,46.798,-124.671,5
473,46.825,-124.53,5
474,46.852,-124.389,5
475,46.878,-124.248,5
476,45.853,-128.791,5
477,45.884,-128.654,5
478,45.914,-128.517,5
479,45.944,-128.38,5
480,45.974,-128.243,5
481,46.004,-128.105,5
482,46.034,-127.968,5
483,46.064,-127.83,5
484,46.093,-127.693,5
485,46.123,-127.555,5
486,46.152,-127.417,5
487,46.181,-127.279,5
488,46.21,-127.14,5
489,46.239,-127.002,5
490,46.268,-126.863,5
491,46.297,-126.724,5
492,46.325,-126.586,5
493,46.354,-126.447,5
494,46.382,-126.307,5
495,46.41,-126.168,5
496,46.438,-126.029,5
497,46.466,-125.889,5
498,46.494,-125.75,5
499,46.522,-125.61,5
500,46.55,-125.47,5
501,46.577,-125.33,5
502,46.604,-125.19,5
503,46.632,-125.049,5
504,46.659,-124.909,5
505,46.686,-124.768,5
506,46.712,-124.627,5
507,46.739,-124.487,5
508,46.766,-124.346,5
509,46.792,-124.204,5
510,45.738,-128.878,5
511,45.769,-128.742,5
512,45.799,-128.605,5
513,45.829,-128.468,5
514,45.859,-128.331,5
515,45.889,-128.194,5
516,45.919,-128.057,5
517,45.949,-127.92,5
518,45.979,-127.782,5
519,46.008,-127.645,5
520,46.038,-127.507,5
521,46.067,-127.369,5
522,46.096,-127.231,5
523,46.125,-127.093,5
524,46.154,-126.955,5
525,46.183,-126.816,5
526,46.212,-126.678,5
527,46.24,-126.539,5
528,46.268,-126.4,5
529,46.297,-126.261,5
530,46.325,-126.122,5
531,46.353,-125.983,5
532,46.381,-125.844,5
533,46.409,-125.704,5
534,46.436,-125.565,5
535,46.464,-125.425,5
536,46.491,-125.285,5
537,46.519,-125.145,5
538,46.546,-125.005,5
539,46.573,-124.865,5
540,46.6,-124.724,5
541,46.626,-124.584,5
542,46.653,-124.443,5
543,46.68,-124.302,5
544,46.706,-124.161,5
545,45.654,-128.829,5
546,45.684,-128.693,5
547,45.714,-128.556,5
548,45.745,-128.42,5
549,45.775,-128.283,5
550,45.805,-128.146,5
551,45.835,-128.009,5
552,45.864,-127.872,5
553,45.894,-127.735,5
554,45.923,-127.597,5
555,45.953,-127.46,5
556,45.982,-127.322,5
557,46.011,-127.184,5
558,46.04,-127.046,5
559,46.069,-126.908,5
560,46.098,-126.77,5
561,46.126,-126.631,5
562,46.155,-126.493,5
563,46.183,-126.354,5
564,46.211,-126.216,5
565,46.239,-126.077,5
566,46.267,-125.938,5
567,46.295,-125.798,5
568,46.323,-125.659,5
569,46.351,-125.52,5
570,46.378,-125.38,5
571,46.406,-125.24,5
572,46.433,-125.101,5
573,46.46,-124.961,5
574,46.487,-124.82,5
575,46.514,-124.68,5
576,46.541,-124.54,5
577,46.567,-124.399,5
578,46.594,-124.259,5
579,46.62,-124.118,5
580,45.569,-128.78,5
581,45.6,-128.644,5
582,45.63,-128.507,5
583,45.66,-128.371,5
584,45.69,-128.234,5
585,45.72,-128.098,5
586,45.75,-127.961,5
587,45.779,-127.824,5
588,45.809,-127.687,5
589,45.838,-127.55,5
590,45.868,-127.412,5
591,45.897,-127.275,5
592,45.926,-127.137,5
593,45.955,-126.999,5
594,45.984,-126.861,5
595,46.012,-126.723,5
596,46.041,-126.585,5
597,46.069,-126.447,5
598,46.098,-126.308,5
599,46.126,-126.17,5
600,46.154,-126.031,5
601,46.182,-125.892,5
602,46.21,-125.753,5
603,46.238,-125.614,5
604,46.265,-125.475,5
605,46.293,-125.335,5
606,46.32,-125.196,5
607,46.347,-125.056,5
608,46.374,-124.916,5
609,46.401,-124.777,5
610,46.428,-124.637,5
611,46.455,-124.496,5
612,46.481,-124.356,5
613,46.508,-124.216,5
614,46.534,-124.075,5
615,45.485,-128.731,5
616,45.515,-128.595,5
617,45.545,-128.459,5
618,45.575,-128.323,5
619,45.605,-128.186,5
620,45.635,-128.05,5
621,45.665,-127.913,5
622,45.695,-127.776,5
623,45.724,-127.639,5
624,45.753,-127.502,5
625,45.783,-127.365,5
626,45.812,-127.228,5
627,45.841,-127.09,5
628,45.87,-126.953,5
629,45.899,-126.815,5
630,45.927,-126.677,5
631,45.956,-126.539,5
632,45.984,-126.401,5
633,46.012,-126.263,5
634,46.041,-126.124,5
635,46.069,-125.986,5
636,46.096,-125.847,5
637,46.124,-125.708,5
638,46.152,-125.569,5
639,46.179,-125.43,5
640,46.207,-125.291,5
641,46.234,-125.152,5
642,46.261,-125.012,5
643,46.288,-124.873,5
644,46.315,-124.733,5
645,46.342,-124.593,5
646,46.369,-124.453,5
647,46.395,-124.313,5
648,46.422,-124.173,5
649,45.369,-128.818,5
650,45.4,-128.682,5
651,45.43,-128.546,5
652,45.46,-128.41,5
653,45.491,-128.274,5
654,45.52,-128.138,5
655,45.55,-128.002,5
656,45.58,-127.865,5
657,45.61,-127.729,5
658,45.639,-127.592,5
659,45.668,-127.455,5
660,45.698,-127.318,5
661,45.727,-127.181,5
662,45.756,-127.043,5
663,45.785,-126.906,5
664,45.813,-126.769,5
665,45.842,-126.631,5
666,45.87,-126.493,5
667,45.899,-126.355,5
668,45.927,-126.217,5
669,45.955,-126.079,5
670,45.983,-125.94,5
671,46.011,-125.802,5
672,46.039,-125.663,5
673,46.066,-125.524,5
674,46.094,-125.386,5
675,46.121,-125.247,5
676,46.148,-125.107,5
677,46.176,-124.968,5
678,46.203,-124.829,5
679,46.229,-124.689,5
680,46.256,-124.549,5
681,46.283,-124.41,5
682,46.309,-124.27,5
683,46.336,-124.13,5
684,45.285,-128.769,5
685,45.315,-128.633,5
686,45.346,-128.498,5
687,45.376,-128.362,5
688,45.406,-128.226,5
689,45.436,-128.09,5
690,45.465,-127.954,5
691,45.495,-127.818,5
692,45.525,-127.681,5
693,45.554,-127.545,5
694,45.583,-127.408,5
695,45.613,-127.271,5
696,45.642,-127.134,5
697,45.671,-126.997,5
698,45.699,-126.86,5
699,45.728,-126.722,5
700,45.757,-126.585,5
701,45.785,-126.447,5
702,45.813,-126.309,5
703,45.842,-126.171,5
704,45.87,-126.033,5
705,45.898,-125.895,5
706,45.925,-125.757,5
707,45.953,-125.618,5
708,46.008,-125.341,5
709,46.036,-125.202,5
710,46.063,-125.063,5
711,46.09,-124.924,5
712,46.117,-124.785,5
713,46.144,-124.646,5
714,46.17,-124.506,5
715,46.197,-124.367,5
716,46.223,-124.227,5
717,46.25,-124.087,5
718,45.2,-128.72,5
719,45.231,-128.585,5
720,45.261,-128.449,5
721,45.291,-128.314,5
722,45.321,-128.178,5
723,45.351,-128.042,5
724,45.381,-127.906,5
725,45.41,-127.77,5
726,45.44,-127.634,5
727,45.469,-127.497,5
728,45.498,-127.361,5
729,45.528,-127.224,5
730,45.557,-127.087,5
731,45.585,-126.95,5
732,45.614,-126.813,5
733,45.643,-126.676,5
734,45.671,-126.539,5
735,45.7,-126.401,5
736,45.728,-126.264,5
737,45.756,-126.126,5
738,45.784,-125.988,5
739,45.812,-125.85,5
740,45.84,-125.712,5
741,45.868,-125.574,5
742,45.895,-125.435,5
743,45.923,-125.297,5
744,45.95,-125.158,5
745,45.977,-125.019,5
746,46.004,-124.88,5
747,46.031,-124.741,5
748,46.058,-124.602,5
749,46.084,-124.463,5
750,46.111,-124.324,5
751,46.137,-124.184,5
752,46.164,-124.044,5
753,45.085,-128.807,5
754,45.116,-128.672,5
755,45.146,-128.536,5
756,45.176,-128.401,5
757,45.206,-128.266,5
758,45.236,-128.13,5
759,45.266,-127.994,5
760,45.296,-127.859,5
761,45.325,-127.723,5
762,45.355,-127.587,5
763,45.384,-127.45,5
764,45.413,-127.314,5
765,45.442,-127.178,5
766,45.471,-127.041,5
767,45.5,-126.904,5
768,45.529,-126.767,5
769,45.558,-126.63,5
770,45.586,-126.493,5
771,45.614,-126.356,5
772,45.643,-126.218,5
773,45.671,-126.081,5
774,45.699,-125.943,5
775,45.727,-125.805,5
776,45.754,-125.667,5
777,45.782,-125.529,5
778,45.81,-125.391,5
779,45.837,-125.253,5
780,45.864,-125.114,5
781,45.891,-124.976,5
782,45.918,-124.837,5
783,45.945,-124.698,5
784,45.972,-124.559,5
785,45.998,-124.42,5
786,46.025,-124.281,5
787,46.051,-124.141,5
788,46.078,-124.002,5
789,45.001,-128.758,5
790,45.031,-128.623,5
791,45.061,-128.488,5
792,45.092,-128.353,5
793,45.122,-128.218,5
794,45.152,-128.082,5
795,45.181,-127.947,5
796,45.211,-127.811,5
797,45.24,-127.675,5
798,45.27,-127.54,5
799,45.299,-127.403,5
800,45.328,-127.267,5
801,45.357,-127.131,5
802,45.386,-126.995,5
803,45.415,-126.858,5
804,45.444,-126.721,5
805,45.472,-126.584,5
806,45.501,-126.447,5
807,45.529,-126.31,5
808,45.557,-126.173,5
809,45.585,-126.036,5
810,45.613,-125.898,5
811,45.641,-125.76,5
812,45.669,-125.623,5
813,45.696,-125.485,5
814,45.724,-125.347,5
815,45.751,-125.209,5
816,45.778,-125.07,5
817,45.805,-124.932,5
818,45.832,-124.793,5
819,45.859,-124.655,5
820,45.886,-124.516,5
821,45.913,-124.377,5
822,45.939,-124.238,5
823,45.965,-124.099,5
824,45.992,-123.959,5
825,44.886,-128.844,5
826,44.916,-128.71,5
827,44.947,-128.575,5
